Timestamp (s),Eye State,EAR Value
0.0,OPEN,0.2751289650723956
0.0671323365320241,OPEN,0.3120643861738021
0.1342646730640482,OPEN,0.3093439212658511
0.2013970095960723,OPEN,0.3091108093481959
0.2685293461280964,OPEN,0.30981292522728177
0.3356616826601205,OPEN,0.30708209799280584
0.4027940191921446,OPEN,0.3060524430192123
0.4699263557241687,OPEN,0.3067547311108296
0.5370586922561928,OPEN,0.30979408447631906
0.6041910287882168,OPEN,0.30425382347839564
0.671323365320241,OPEN,0.3042099303547994
0.7384557018522651,OPEN,0.308303809130978
0.8055880383842892,OPEN,0.3059546859807041
0.8727203749163133,OPEN,0.30436160646283983
0.9398527114483374,OPEN,0.3016253953162976
1.0069850479803615,OPEN,0.3026239397881653
1.0741173845123857,OPEN,0.3027076049654231
1.1412497210444097,OPEN,0.3070292545942915
1.2083820575764337,OPEN,0.3092665611135389
1.275514394108458,OPEN,0.30658384184368104
1.342646730640482,OPEN,0.3070208579158612
1.4097790671725061,OPEN,0.30367901353902804
1.4769114037045301,OPEN,0.27552963674771114
1.5440437402365543,CLOSED,0.2250455839555494
1.6111760767685783,OPEN,0.2894423083833314
1.6783084133006025,OPEN,0.34192863238518945
1.7454407498326265,OPEN,0.3362995262642381
1.8125730863646508,OPEN,0.33291962407721865
1.8797054228966747,OPEN,0.3413178410065183
1.946837759428699,OPEN,0.3358622669386977
2.013970095960723,OPEN,0.3349825513501445
2.081102432492747,OPEN,0.33762090090096253
2.1482347690247714,OPEN,0.3407884082274126
2.2153671055567954,OPEN,0.33844653240397005
2.2824994420888194,OPEN,0.2745614129351268
2.3496317786208434,OPEN,0.2602930881918447
2.4167641151528674,CLOSED,0.23881848253813198
2.483896451684892,OPEN,0.2749631235464205
2.551028788216916,OPEN,0.29101968779613907
2.61816112474894,OPEN,0.2935798092804294
2.685293461280964,OPEN,0.29946944927858965
2.7524257978129882,OPEN,0.3044077287953867
2.8195581343450122,OPEN,0.3040755688867583
2.8866904708770362,OPEN,0.31037875276407284
2.9538228074090602,OPEN,0.31151946748617665
3.0209551439410847,OPEN,0.3105939177042468
3.0880874804731087,OPEN,0.3130906739904271
3.1552198170051327,OPEN,0.31609740537287234
3.2223521535371566,OPEN,0.3164474193402964
3.2894844900691806,OPEN,0.31659288024821663
3.356616826601205,OPEN,0.3126507667484213
3.423749163133229,OPEN,0.3147153219708457
3.490881499665253,OPEN,0.31106269251344687
3.558013836197277,OPEN,0.31155492849015554
3.6251461727293015,OPEN,0.3143030628041503
3.6922785092613255,OPEN,0.315061148149563
3.7594108457933495,OPEN,0.3131725876824126
3.8265431823253735,OPEN,0.3078572817232859
3.893675518857398,OPEN,0.31062157387850975
3.960807855389422,OPEN,0.30998508245122036
4.027940191921446,OPEN,0.3114636341306164
4.09507252845347,OPEN,0.3101772611887108
4.162204864985494,OPEN,0.31405115942576767
4.229337201517518,OPEN,0.310267078505573
4.296469538049543,OPEN,0.3115139037605701
4.363601874581566,OPEN,0.3088021600197111
4.430734211113591,OPEN,0.28860800538112674
4.497866547645614,OPEN,0.2851945565300026
4.564998884177639,OPEN,0.28415818784466657
4.632131220709663,OPEN,0.2913054978733115
4.699263557241687,OPEN,0.2945075556525856
4.766395893773711,OPEN,0.29533315211496486
4.833528230305735,OPEN,0.2933412078470776
4.900660566837759,OPEN,0.2954954039417291
4.967792903369784,OPEN,0.29695845014843353
5.034925239901807,CLOSED,0.2202010464283112
5.102057576433832,CLOSED,0.182230399662489
5.169189912965856,CLOSED,0.20815561093210516
5.23632224949788,OPEN,0.2526031762195441
5.303454586029904,OPEN,0.29213204981029406
5.370586922561928,OPEN,0.287778394582511
5.437719259093952,OPEN,0.2875220288202964
5.5048515956259765,OPEN,0.2990618322830081
5.571983932158,OPEN,0.3057697763451108
5.6391162686900245,OPEN,0.30632316804910126
5.706248605222048,OPEN,0.30979582704470676
5.7733809417540725,OPEN,0.31073930078633394
5.840513278286097,OPEN,0.30991386598234577
5.9076456148181204,OPEN,0.31133234070851556
5.974777951350145,OPEN,0.30972877572052954
6.041910287882169,OPEN,0.3109949684960037
6.109042624414193,OPEN,0.31467481801307096
6.176174960946217,OPEN,0.3110716196355155
6.243307297478241,OPEN,0.30813751067981643
6.310439634010265,OPEN,0.30191588844453876
6.37757197054229,OPEN,0.32620993449751884
6.444704307074313,OPEN,0.33358793925543684
6.511836643606338,OPEN,0.34128211385399565
6.578968980138361,OPEN,0.3387561733692686
6.646101316670386,OPEN,0.3421617321693271
