Timestamp (s),Gaze Direction,Gaze Ratio
0.0,CENTER,0.43245304008736696
0.06666666666666667,CENTER,0.5422696495637306
0.13333333333333333,CENTER,0.5066645020048015
0.2,CENTER,0.49674318715511334
0.26666666666666666,CENTER,0.49857169325380146
0.3333333333333333,CENTER,0.49234001547063744
0.4,CENTER,0.48582502939616323
0.4666666666666667,CENTER,0.49106837539866566
0.5333333333333333,CENTER,0.4886428853585706
0.6,CENTER,0.4990076769732579
0.6666666666666666,CENTER,0.49393147067834253
0.7333333333333333,CENTER,0.4937817053501051
0.8,CENTER,0.48515211533873015
0.8666666666666667,CENTER,0.4857227774302326
0.9333333333333333,CENTER,0.48694484329158816
1.0,CENTER,0.4836360089061456
1.0666666666666667,CENTER,0.47047317109439446
1.1333333333333333,CENTER,0.5511034743297207
1.2,CENTER,0.5328845978667971
1.2666666666666666,CENTER,0.5274862136773342
1.3333333333333333,CENTER,0.5148480813266908
1.4,CENTER,0.5115442503046066
1.4666666666666666,CENTER,0.5087104348093129
1.5333333333333334,CENTER,0.5290902379695434
1.6,CENTER,0.5190229815607637
1.6666666666666667,CENTER,0.5148779911284547
1.7333333333333334,CENTER,0.5162937338806052
1.8,CENTER,0.5213173249283374
1.8666666666666667,CENTER,0.5042406820074076
1.9333333333333333,CENTER,0.4984366935824426
2.0,CENTER,0.49390121975869705
2.066666666666667,CENTER,0.49988629447125466
2.1333333333333333,CENTER,0.49312528642733866
2.2,CENTER,0.4868866588954035
2.2666666666666666,CENTER,0.4879823820725554
2.3333333333333335,CENTER,0.48816603766238487
2.4,CENTER,0.48532315641920476
2.466666666666667,CENTER,0.4888330188126173
2.533333333333333,CENTER,0.4869063468807298
2.6,CENTER,0.49040822847542087
2.6666666666666665,CENTER,0.5390354882327
2.7333333333333334,CENTER,0.5391853741135514
2.8,CENTER,0.5131479185273791
2.8666666666666667,CENTER,0.4996257985052582
2.933333333333333,CENTER,0.4910294242019984
3.0,CENTER,0.5042264159473447
3.066666666666667,CENTER,0.496337609779881
3.1333333333333333,CENTER,0.4941308941487417
3.2,CENTER,0.49855267825029276
3.2666666666666666,CENTER,0.4937086460030243
3.3333333333333335,CENTER,0.48708089740162597
3.4,CENTER,0.4728009129882978
3.466666666666667,CENTER,0.47499858178369014
3.533333333333333,CENTER,0.48006206755858183
3.6,CENTER,0.47349096527253737
3.6666666666666665,CENTER,0.46827842151033905
3.7333333333333334,CENTER,0.47852471027591875
3.8,CENTER,0.478471902805225
3.8666666666666667,CENTER,0.47653548310980487
3.933333333333333,CENTER,0.47592658674926697
4.0,CENTER,0.4850943384045802
4.066666666666666,CENTER,0.4831075316605529
4.133333333333334,CENTER,0.47627396643032355
4.2,CENTER,0.484071474129582
4.266666666666667,CENTER,0.4824391065068784
4.333333333333333,CENTER,0.4847930684822285
4.4,CENTER,0.4939869359624069
4.466666666666667,CENTER,0.517286027205959
4.533333333333333,CENTER,0.5196943339176902
4.6,CENTER,0.5179015174359622
4.666666666666667,CENTER,0.5202548918316541
4.733333333333333,CENTER,0.5254387554608605
4.8,CENTER,0.5236423305237359
4.866666666666666,CENTER,0.5240180890950104
4.933333333333334,CENTER,0.5258610597681848
5.0,CENTER,0.5314178514654604
5.066666666666666,CENTER,0.5335182934043479
5.133333333333334,CENTER,0.5328528845955478
5.2,CENTER,0.5279227939896507
5.266666666666667,CENTER,0.5220439335962623
5.333333333333333,CENTER,0.5187635851253805
5.4,CENTER,0.5213786478330251
5.466666666666667,CENTER,0.5183362221925418
5.533333333333333,CENTER,0.5217495923928365
5.6,CENTER,0.5224806100102257
5.666666666666667,CENTER,0.5209520255374401
5.733333333333333,CENTER,0.5268872512893422
5.8,CENTER,0.5257622851275647
5.866666666666666,CENTER,0.5235543379538365
5.933333333333334,CENTER,0.5232702772202313
6.0,CENTER,0.5216712778749667
6.066666666666666,CENTER,0.5210315319534379
6.133333333333334,CENTER,0.5200519659520977
6.2,CENTER,0.5174101103304647
6.266666666666667,CENTER,0.49656249424402515
6.333333333333333,CENTER,0.4738700287167168
6.4,CENTER,0.4778800867036395
6.466666666666667,CENTER,0.4774299725398002
6.533333333333333,CENTER,0.4760208867626038
6.6,CENTER,0.4744873147725962
6.666666666666667,CENTER,0.4809113959824771
6.733333333333333,CENTER,0.5326482559475219
6.8,CENTER,0.5401614389491758
6.866666666666666,CENTER,0.5147515841965508
6.933333333333334,CENTER,0.4954950616726951
7.0,CENTER,0.48351085962909646
7.066666666666666,CENTER,0.48408479535901394
7.133333333333334,CENTER,0.4891727975970759
7.2,CENTER,0.49000444062879855
7.266666666666667,CENTER,0.4807060020392915
7.333333333333333,CENTER,0.5505437647168663
7.4,CENTER,0.5674478766386755
7.466666666666667,CENTER,0.5325139272906361
7.533333333333333,CENTER,0.49908455850302924
7.6,CENTER,0.5063343843205861
7.666666666666667,CENTER,0.5001279789890093
7.733333333333333,CENTER,0.5078764329327199
7.8,CENTER,0.5043565728051791
7.866666666666666,CENTER,0.506586514957543
7.933333333333334,CENTER,0.5068368674351643
8.0,CENTER,0.5158193380392815
8.066666666666666,CENTER,0.5116737234306453
8.133333333333333,CENTER,0.509495917772877
8.2,CENTER,0.5060223819105455
8.266666666666667,CENTER,0.5069843555125059
8.333333333333334,CENTER,0.49770819123397453
8.4,CENTER,0.4989837602614198
8.466666666666667,CENTER,0.5001595778648197
8.533333333333333,CENTER,0.49428602966482493
8.6,CENTER,0.49293190220698613
8.666666666666666,CENTER,0.49138125831651686
8.733333333333333,CENTER,0.48893495479225657
8.8,CENTER,0.4925902929465234
8.866666666666667,CENTER,0.48505274623244776
8.933333333333334,CENTER,0.48735504952010666
9.0,CENTER,0.49074682284523863
9.066666666666666,CENTER,0.4847962630836609
9.133333333333333,CENTER,0.4877270293478739
9.2,CENTER,0.4894276435637398
9.266666666666667,CENTER,0.4923410572256465
9.333333333333334,CENTER,0.4908554139783097
9.4,CENTER,0.4935973151835005
9.466666666666667,CENTER,0.49493308494292276
9.533333333333333,CENTER,0.5049321992116346
9.6,CENTER,0.5047102446205914
9.666666666666666,CENTER,0.5190716897852896
9.733333333333333,CENTER,0.548028248994885
9.8,CENTER,0.5163706606436859
9.866666666666667,CENTER,0.5070124855278746
9.933333333333334,CENTER,0.48993506745474313
10.0,CENTER,0.47476035711875986
10.066666666666666,CENTER,0.4474481588278127
10.133333333333333,CENTER,0.4190642024647898
10.2,CENTER,0.41678541253814944
10.266666666666667,CENTER,0.42445525204531664
10.333333333333334,CENTER,0.4223700221601245
10.4,CENTER,0.4176812730314414
10.466666666666667,CENTER,0.4110030426653418
10.533333333333333,CENTER,0.4141076531981477
10.6,CENTER,0.4138367404054199
10.666666666666666,CENTER,0.40991143779287936
10.733333333333333,CENTER,0.4134653944220458
10.8,CENTER,0.4170744667262887
10.866666666666667,CENTER,0.41293724005434157
10.933333333333334,CENTER,0.40807019975991854
11.0,CENTER,0.409108818061623
11.066666666666666,CENTER,0.40999766711827806
11.133333333333333,CENTER,0.41753804707956105
11.2,CENTER,0.5156312518164347
11.266666666666667,CENTER,0.5713653096127916
11.333333333333334,CENTER,0.5518679662876499
11.4,CENTER,0.4871251346514558
11.466666666666667,CENTER,0.4411378265765228
11.533333333333333,CENTER,0.57342666784722
11.6,CENTER,0.5318652719846867
11.666666666666666,CENTER,0.4649291649805869
11.733333333333333,CENTER,0.44493390883364553
11.8,CENTER,0.42992750066242935
11.866666666666667,CENTER,0.4162252528748017
11.933333333333334,CENTER,0.4128982341668904
12.0,CENTER,0.5793876731930938
12.066666666666666,CENTER,0.5856848845728573
12.133333333333333,CENTER,0.5585198506054949
12.2,CENTER,0.47607265080279915
12.266666666666667,CENTER,0.4493668000461333
12.333333333333334,CENTER,0.4458336664924769
12.4,CENTER,0.44594245051479575
12.466666666666667,CENTER,0.4472768616840387
12.533333333333333,CENTER,0.4426760311350436
12.6,CENTER,0.4408159368037873
12.666666666666666,CENTER,0.4388649674399493
12.733333333333333,CENTER,0.4665370368951144
12.8,CENTER,0.4901944297899967
12.866666666666667,CENTER,0.501407661714493
12.933333333333334,CENTER,0.4982888675221074
13.0,CENTER,0.5107758073895511
13.066666666666666,CENTER,0.574029132527716
13.133333333333333,CENTER,0.5234950498704872
13.2,CENTER,0.5265662621025891
13.266666666666667,CENTER,0.5229121683055851
13.333333333333334,CENTER,0.5312492391931845
13.4,CENTER,0.568530277937177
13.466666666666667,CENTER,0.5428149430860896
13.533333333333333,CENTER,0.5614293529902279
13.6,CENTER,0.5519681926613296
13.666666666666666,CENTER,0.5501739535327338
13.733333333333333,CENTER,0.5523123119177218
13.8,CENTER,0.5610055538976476
13.866666666666667,CENTER,0.530902594519121
13.933333333333334,CENTER,0.45288719816209805
14.0,CENTER,0.4375291057845287
14.066666666666666,CENTER,0.4887279937734539
14.133333333333333,CENTER,0.5369070618903913
14.2,CENTER,0.5374816757946201
14.266666666666667,CENTER,0.5318036005352171
14.333333333333334,CENTER,0.5289260007898586
14.4,CENTER,0.563714555343317
14.466666666666667,CENTER,0.5371842261351859
14.533333333333333,CENTER,0.5288051264858653
14.6,CENTER,0.5158542530115877
14.666666666666666,CENTER,0.503880145178598
14.733333333333333,CENTER,0.5018630766190111
14.8,CENTER,0.5052321192292092
14.866666666666667,CENTER,0.5029724525340484
14.933333333333334,CENTER,0.5022497410969571
15.0,CENTER,0.5004678925195705
15.066666666666666,CENTER,0.5021430597767351
15.133333333333333,CENTER,0.5009850685167965
15.2,CENTER,0.5058207720434938
15.266666666666667,CENTER,0.5022672318984183
15.333333333333334,CENTER,0.4986111766617436
15.4,CENTER,0.5040452375106541
15.466666666666667,CENTER,0.5027327729972184
15.533333333333333,CENTER,0.5072710272132066
15.6,CENTER,0.503444609863661
15.666666666666666,CENTER,0.495062238134252
15.733333333333333,CENTER,0.5007626141212599
15.8,CENTER,0.5178534639351042
15.866666666666667,CENTER,0.5294679235751107
15.933333333333334,CENTER,0.5380553887758379
16.0,CENTER,0.5692533082770069
16.066666666666666,CENTER,0.5730462260837207
