Timestamp (s),Eye State,EAR Value
0.0,OPEN,0.27312327962803506
0.06666666666666667,OPEN,0.27784156174853714
0.13333333333333333,OPEN,0.29427296846715156
0.2,OPEN,0.2975256955307321
0.26666666666666666,OPEN,0.298942000700474
0.3333333333333333,OPEN,0.29793399246232755
0.4,OPEN,0.2998426768997616
0.4666666666666667,OPEN,0.2989861590149314
0.5333333333333333,OPEN,0.29998279400109085
0.6,OPEN,0.29796414815379757
0.6666666666666666,OPEN,0.2985834720790695
0.7333333333333333,OPEN,0.300833326739048
0.8,OPEN,0.30149476444674966
0.8666666666666667,OPEN,0.30378888730321096
0.9333333333333333,OPEN,0.3028817064338496
1.0,OPEN,0.30089814056102415
1.0666666666666667,OPEN,0.30344362277932846
1.1333333333333333,OPEN,0.2995321530548366
1.2,OPEN,0.29876120362764624
1.2666666666666666,CLOSED,0.1953560354034115
1.3333333333333333,CLOSED,0.19556950223507985
1.4,CLOSED,0.23429282970358142
1.4666666666666666,OPEN,0.28272571702391236
1.5333333333333334,OPEN,0.29852630099342736
1.6,OPEN,0.30677188565599156
1.6666666666666667,OPEN,0.30677098806163844
1.7333333333333334,OPEN,0.31462140937377314
1.8,OPEN,0.30942182761699455
1.8666666666666667,OPEN,0.3153206410231515
1.9333333333333333,OPEN,0.3115631499558798
2.0,OPEN,0.3061210771610991
2.066666666666667,OPEN,0.31072739850265174
2.1333333333333333,OPEN,0.3103507057903684
2.2,OPEN,0.31719628134699746
2.2666666666666666,OPEN,0.3187850256075481
2.3333333333333335,OPEN,0.31975356828195656
2.4,OPEN,0.3178477027807467
2.466666666666667,OPEN,0.31828959004681523
2.533333333333333,OPEN,0.31986679291151104
2.6,OPEN,0.3186700626851682
2.6666666666666665,OPEN,0.31644470335371316
2.7333333333333334,OPEN,0.31808757765155793
2.8,OPEN,0.31578105211395957
2.8666666666666667,OPEN,0.31915559759314477
2.933333333333333,OPEN,0.3219147843205677
3.0,OPEN,0.32689458860520104
3.066666666666667,OPEN,0.3195511813482118
3.1333333333333333,OPEN,0.32062978943591547
3.2,OPEN,0.3210897326691098
3.2666666666666666,OPEN,0.3189058505144744
3.3333333333333335,OPEN,0.31848066144609133
3.4,OPEN,0.32129223460135187
3.466666666666667,OPEN,0.3211732386131171
3.533333333333333,OPEN,0.32210633016898316
3.6,OPEN,0.3178205277598032
3.6666666666666665,OPEN,0.3195220297542081
3.7333333333333334,OPEN,0.29550039556030283
3.8,OPEN,0.270419825868733
3.8666666666666667,CLOSED,0.24131919227315413
3.933333333333333,CLOSED,0.22224585775230604
4.0,CLOSED,0.22647658483047692
4.066666666666666,CLOSED,0.20280381137057962
4.133333333333334,CLOSED,0.1315485570775385
4.2,CLOSED,0.14463268639134658
4.266666666666667,CLOSED,0.20841052665919502
4.333333333333333,CLOSED,0.2281028494690595
4.4,CLOSED,0.236028179450917
4.466666666666667,OPEN,0.2507154125532485
4.533333333333333,OPEN,0.2546889994232878
4.6,OPEN,0.2529605885923933
4.666666666666667,OPEN,0.2569879369750252
4.733333333333333,OPEN,0.25616439257116697
4.8,CLOSED,0.13521381682115363
4.866666666666666,CLOSED,0.1385005204952106
4.933333333333334,CLOSED,0.17463861526875699
5.0,OPEN,0.2861408690768328
